 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 30 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 30 
 ip = 4 : 0 , 3 , 30 , 1 , 10551370 , 30 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 30 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 30 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 30 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 31 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 31 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 31 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 31 
 ip = 4 : 0 , 3 , 31 , 1 , 10551370 , 31 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 31 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 31 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 31 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 32 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 32 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 32 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 32 
 ip = 4 : 0 , 3 , 32 , 1 , 10551370 , 32 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 32 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 32 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 32 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 33 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 33 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 33 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 33 
 ip = 4 : 0 , 3 , 33 , 1 , 10551370 , 33 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 33 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 33 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 33 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 34 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 34 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 34 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 34 
 ip = 4 : 0 , 3 , 34 , 1 , 10551370 , 34 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 34 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 34 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 34 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 35 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 35 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 35 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 35 
 ip = 4 : 0 , 3 , 35 , 1 , 10551370 , 35 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 35 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 35 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 35 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 36 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 36 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 36 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 36 
 ip = 4 : 0 , 3 , 36 , 1 , 10551370 , 36 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 36 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 36 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 36 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 37 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 37 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 37 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 37 
 ip = 4 : 0 , 3 , 37 , 1 , 10551370 , 37 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 37 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 37 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 37 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 38 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 38 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 38 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 38 
 ip = 4 : 0 , 3 , 38 , 1 , 10551370 , 38 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 38 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 38 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 38 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 39 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 39 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 39 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 39 
 ip = 4 : 0 , 3 , 39 , 1 , 10551370 , 39 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 39 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 39 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 39 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 40 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 40 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 40 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 40 
 ip = 4 : 0 , 3 , 40 , 1 , 10551370 , 40 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 40 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 40 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 40 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 41 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 41 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 41 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 41 
 ip = 4 : 0 , 3 , 41 , 1 , 10551370 , 41 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 41 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 41 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 41 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 42 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 42 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 42 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 42 
 ip = 4 : 0 , 3 , 42 , 1 , 10551370 , 42 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 42 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 42 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 42 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 43 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 43 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 43 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 43 
 ip = 4 : 0 , 3 , 43 , 1 , 10551370 , 43 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 43 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 43 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 43 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 44 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 44 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 44 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 44 
 ip = 4 : 0 , 3 , 44 , 1 , 10551370 , 44 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 44 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 44 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 44 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 45 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 45 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 45 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 45 
 ip = 4 : 0 , 3 , 45 , 1 , 10551370 , 45 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 45 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 45 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 45 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 46 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 46 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 46 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 46 
 ip = 4 : 0 , 3 , 46 , 1 , 10551370 , 46 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 46 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 46 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 46 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 47 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 47 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 47 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 47 
 ip = 4 : 0 , 3 , 47 , 1 , 10551370 , 47 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 47 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 47 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 47 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 48 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 48 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 48 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 48 
 ip = 4 : 0 , 3 , 48 , 1 , 10551370 , 48 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 48 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 48 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 48 
 ip = 9 : 0 , 8 , 0 , 1 , 10551370 , 49 
 ip = 10 : 0 , 9 , 0 , 1 , 10551370 , 49 
 ip = 11 : 0 , 10 , 0 , 1 , 10551370 , 49 
 ip = 3 : 0 , 2 , 0 , 1 , 10551370 , 49 
 ip = 4 : 0 , 3 , 49 , 1 , 10551370 , 49 
 ip = 5 : 0 , 4 , 0 , 1 , 10551370 , 49 
 ip = 6 : 0 , 5 , 0 , 1 , 10551370 , 49 
 ip = 8 : 0 , 7 , 0 , 1 , 10551370 , 49 
